EmployeeId,ReviewDate,PerformanceRating
1061,10/27/2015,4
1061,10/26/2016,2
1061,10/26/2017,3
1061,10/26/2018,3
1063,9/27/2018,3
1064,12/11/2013,3
1064,12/11/2014,4
1064,12/11/2015,4
1064,12/12/2016,3
1064,12/12/2017,4
1064,12/12/2018,5
1064,12/12/2019,3
1066,3/21/2011,3
1066,3/20/2012,4
1066,3/20/2013,4
1066,3/20/2014,2
1066,3/20/2015,3
1066,3/21/2016,4
1066,3/21/2017,2
1066,3/21/2018,2
1066,3/21/2019,4
1067,12/16/2016,3
1067,12/18/2017,4
1067,12/18/2018,3
1068,4/1/2019,3
1070,6/4/2018,3
1070,6/4/2019,4
1071,10/9/2018,3
1071,10/9/2019,3
1073,11/23/2017,3
1073,11/23/2018,4
1073,11/25/2019,3
1074,4/26/2019,4
1075,3/2/2016,3
1075,3/2/2017,3
1075,3/2/2018,2
1075,3/4/2019,4
1076,2/17/2017,3
1076,2/19/2018,3
1076,2/19/2019,2
1077,7/5/2019,3
1079,11/1/2010,3
1079,11/1/2011,5
1079,10/31/2012,4
1079,10/31/2013,3
1079,10/31/2014,4
1079,11/2/2015,3
1079,11/1/2016,3
1079,11/1/2017,3
1079,11/1/2018,2
1079,11/1/2019,4
1080,9/20/2018,3
1080,9/20/2019,3
1082,12/17/2010,5
1082,12/19/2011,4
1082,12/18/2012,4
1082,12/18/2013,3
1082,12/18/2014,2
1082,12/18/2015,4
1082,12/19/2016,3
1082,12/19/2017,3
1082,12/19/2018,3
1082,12/19/2019,4
1084,7/9/2018,3
1084,7/9/2019,4
1085,12/24/2018,3
1086,6/14/2007,4
1086,6/13/2008,2
1086,6/15/2009,4
1086,6/15/2010,2
1086,6/15/2011,4
1086,6/14/2012,4
1086,6/14/2013,3
1086,6/16/2014,3
1086,6/16/2015,3
1086,6/15/2016,4
1086,6/15/2017,3
1086,6/15/2018,1
1087,5/4/2016,3
1087,5/4/2017,4
1087,5/4/2018,5
1087,5/6/2019,3
1088,7/28/2016,3
1088,7/28/2017,3
1088,7/30/2018,3
1088,7/30/2019,3
1089,6/2/2017,3
1089,6/4/2018,3
1089,6/4/2019,2
1090,7/22/2019,4
1091,10/16/2009,5
1091,10/18/2010,2
1091,10/18/2011,4
1091,10/17/2012,4
1091,10/17/2013,4
1091,10/17/2014,4
1091,10/19/2015,2
1091,10/18/2016,3
1091,10/18/2017,2
1091,10/18/2018,2
1091,10/18/2019,4
1092,11/21/2017,3
1092,11/21/2018,3
1093,6/6/2016,3
1093,6/6/2017,5
1093,6/6/2018,2
1093,6/6/2019,3
1094,10/3/2012,3
1094,10/3/2013,4
1094,10/3/2014,3
1094,10/5/2015,5
1094,10/4/2016,3
1094,10/4/2017,4
1094,10/4/2018,3
1094,10/4/2019,4
1095,6/20/2017,3
1095,6/20/2018,4
1095,6/20/2019,3
1096,4/27/2012,4
1096,4/29/2013,2
1096,4/29/2014,4
1096,4/29/2015,4
1096,4/28/2016,3
1096,4/28/2017,3
1096,4/30/2018,4
1096,4/30/2019,3
1098,11/6/2015,4
1098,11/7/2016,3
1098,11/7/2017,3
1098,11/7/2018,4
1098,11/7/2019,3
1099,11/7/2018,3
1101,8/13/2018,4
1101,8/13/2019,3
1102,11/15/2017,3
1102,11/15/2018,5
1102,11/15/2019,4
1105,2/27/2004,3
1105,2/28/2005,3
1105,2/28/2006,2
1105,2/28/2007,3
1105,2/28/2008,3
1105,2/27/2009,3
1105,3/1/2010,4
1105,3/1/2011,3
1105,2/29/2012,3
1105,2/28/2013,1
1105,2/28/2014,3
1105,3/2/2015,4
1105,3/1/2016,3
1105,3/1/2017,3
1105,3/1/2018,4
1105,3/1/2019,4
1108,9/6/2012,4
1108,9/6/2013,2
1108,9/8/2014,3
1108,9/8/2015,4
1108,9/7/2016,2
1108,9/7/2017,4
1108,9/7/2018,3
1108,9/9/2019,4
1109,9/25/2013,5
1109,9/25/2014,4
1109,9/25/2015,3
1109,9/26/2016,3
1109,9/26/2017,4
1109,9/26/2018,4
1109,9/26/2019,2
1110,8/27/2018,3
1110,8/27/2019,3
1111,12/18/2009,3
1111,12/20/2010,2
1111,12/20/2011,3
1111,12/19/2012,3
1111,12/19/2013,2
1111,12/19/2014,5
1111,12/21/2015,4
1111,12/20/2016,2
1111,12/20/2017,3
1111,12/20/2018,5
1111,12/20/2019,4
1112,2/25/2016,2
1112,2/24/2017,3
1112,2/26/2018,4
1112,2/26/2019,3
1113,1/11/2017,2
1113,1/11/2018,2
1113,1/11/2019,4
1114,6/29/2016,4
1114,6/29/2017,2
1114,6/29/2018,3
1114,7/1/2019,4
1115,2/11/2019,5
1116,4/16/2019,3
1117,11/15/2019,3
1118,3/17/2014,3
1118,3/17/2015,2
1118,3/16/2016,2
1118,3/16/2017,4
1118,3/16/2018,4
1118,3/18/2019,3
1119,9/19/2019,3
1120,7/27/2011,3
1120,7/26/2012,3
1120,7/26/2013,4
1120,7/28/2014,3
1120,7/28/2015,4
1120,7/27/2016,5
1120,7/27/2017,3
1120,7/27/2018,4
1120,7/29/2019,3
1121,1/8/2015,3
1121,1/8/2016,4
1121,1/9/2017,2
1121,1/9/2018,3
1121,1/9/2019,3
1122,2/2/2017,3
1122,2/2/2018,3
1122,2/4/2019,4
1123,12/7/2015,3
1123,12/6/2016,4
1123,12/6/2017,4
1123,12/6/2018,3
1123,12/6/2019,4
1124,9/3/2004,5
1124,9/5/2005,3
1124,9/5/2006,3
1124,9/5/2007,4
1124,9/4/2008,3
1124,9/4/2009,4
1124,9/6/2010,3
1124,9/6/2011,3
1124,9/5/2012,4
1124,9/5/2013,4
1124,9/5/2014,3
1124,9/7/2015,4
1124,9/6/2016,3
1124,9/6/2017,3
1124,9/6/2018,3
1125,12/4/2018,4
1125,12/4/2019,4
1126,7/14/2014,4
1126,7/14/2015,4
1126,7/13/2016,3
1126,7/13/2017,2
1126,7/13/2018,3
1126,7/15/2019,3
1128,11/13/2014,3
1128,11/13/2015,3
1128,11/14/2016,2
1128,11/14/2017,3
1128,11/14/2018,3
1128,11/14/2019,3
1129,1/15/2019,2
1130,10/6/2014,4
1130,10/6/2015,3
1130,10/5/2016,2
1130,10/5/2017,3
1130,10/5/2018,3
1131,11/11/2019,5
1132,1/15/2018,2
1132,1/15/2019,3
1133,7/26/2018,3
1133,7/26/2019,3
1135,1/21/2015,2
1135,1/21/2016,3
1135,1/20/2017,3
1135,1/22/2018,4
1135,1/22/2019,3
1136,7/1/2013,5
1136,7/1/2014,3
1136,7/1/2015,4
1136,6/30/2016,3
1136,6/30/2017,3
1136,7/2/2018,3
1136,7/2/2019,3
1138,4/13/2016,3
1138,4/13/2017,3
1138,4/13/2018,4
1138,4/15/2019,4
1139,1/13/2016,3
1139,1/12/2017,3
1139,1/12/2018,5
1139,1/14/2019,4
1140,1/25/1996,3
1140,1/24/1997,4
1140,1/26/1998,5
1140,1/26/1999,3
1140,1/26/2000,3
1140,1/25/2001,3
1140,1/25/2002,2
1140,1/27/2003,3
1140,1/27/2004,4
1140,1/26/2005,4
1140,1/26/2006,4
1140,1/26/2007,4
1140,1/28/2008,3
1140,1/27/2009,2
1140,1/27/2010,3
1140,1/27/2011,3
1140,1/27/2012,3
1140,1/28/2013,4
1140,1/28/2014,3
1140,1/28/2015,3
1140,1/28/2016,4
1140,1/27/2017,4
1140,1/29/2018,3
1140,1/29/2019,5
1141,4/19/2013,2
1141,4/21/2014,2
1141,4/21/2015,3
1141,4/20/2016,4
1141,4/20/2017,2
1141,4/20/2018,3
1141,4/22/2019,4
1142,12/9/2013,3
1142,12/9/2014,3
1142,12/9/2015,4
1142,12/8/2016,3
1142,12/8/2017,4
1142,12/10/2018,3
1143,4/8/2019,3
1145,11/8/2016,2
1145,11/8/2017,3
1145,11/8/2018,2
1147,5/16/2016,2
1147,5/16/2017,3
1147,5/16/2018,3
1147,5/16/2019,3
1149,6/6/2018,3
1149,6/6/2019,3
1152,4/1/2016,3
1152,4/3/2017,3
1152,4/3/2018,3
1152,4/3/2019,3
1153,10/2/2015,4
1153,10/3/2016,4
1153,10/3/2017,4
1153,10/3/2018,4
1153,10/3/2019,3
1155,11/16/2016,5
1155,11/16/2017,5
1155,11/16/2018,3
1155,11/18/2019,4
1156,5/23/2012,3
1156,5/23/2013,3
1156,5/23/2014,4
1156,5/25/2015,4
1156,5/24/2016,2
1156,5/24/2017,3
1156,5/24/2018,3
1156,5/24/2019,3
1158,2/23/2018,2
1158,2/25/2019,4
1159,12/16/2016,3
1159,12/18/2017,3
1159,12/18/2018,2
1159,12/18/2019,3
1160,3/21/2019,3
1161,6/24/2015,3
1161,6/23/2016,2
1161,6/23/2017,2
1161,6/25/2018,4
1161,6/25/2019,4
1162,3/17/2017,3
1162,3/19/2018,4
1162,3/19/2019,4
1163,12/1/2015,2
1163,11/30/2016,2
1163,11/30/2017,5
1163,11/30/2018,3
1163,12/2/2019,4
1165,7/10/2009,3
1165,7/12/2010,4
1165,7/12/2011,3
1165,7/11/2012,2
1165,7/11/2013,4
1165,7/11/2014,4
1165,7/13/2015,3
1165,7/12/2016,3
1165,7/12/2017,3
1165,7/12/2018,4
1165,7/12/2019,2
1166,1/18/2017,4
1166,1/18/2018,2
1166,1/18/2019,3
1167,5/23/2017,3
1167,5/23/2018,4
1167,5/23/2019,4
1169,6/7/2019,4
1170,11/14/2016,4
1170,11/14/2017,3
1170,11/14/2018,4
1172,5/15/1997,3
1172,5/15/1998,2
1172,5/17/1999,3
1172,5/16/2000,4
1172,5/16/2001,4
1172,5/16/2002,3
1172,5/16/2003,3
1172,5/17/2004,3
1172,5/17/2005,2
1172,5/17/2006,3
1172,5/17/2007,3
1172,5/16/2008,4
1172,5/18/2009,4
1172,5/18/2010,3
1172,5/18/2011,4
1172,5/17/2012,4
1172,5/17/2013,2
1172,5/19/2014,3
1172,5/19/2015,4
1172,5/18/2016,4
1172,5/18/2017,3
1172,5/18/2018,4
1173,11/8/2012,4
1173,11/8/2013,4
1173,11/10/2014,4
1173,11/10/2015,3
1173,11/9/2016,4
1173,11/9/2017,4
1173,11/9/2018,3
1174,6/21/2016,3
1174,6/21/2017,4
1174,6/21/2018,4
1174,6/21/2019,3
1176,9/13/2018,4
1176,9/13/2019,3
1177,6/20/2016,3
1177,6/20/2017,3
1177,6/20/2018,4
1177,6/20/2019,4
1179,1/20/2012,2
1179,1/21/2013,3
1179,1/21/2014,3
1179,1/21/2015,2
1179,1/21/2016,3
1179,1/20/2017,4
1179,1/22/2018,4
1181,11/25/1988,3
1181,11/27/1989,5
1181,11/27/1990,3
1181,11/27/1991,3
1181,11/26/1992,5
1181,11/26/1993,4
1181,11/28/1994,4
1181,11/28/1995,2
1181,11/27/1996,3
1181,11/27/1997,4
1181,11/27/1998,4
1181,11/29/1999,3
1181,11/28/2000,3
1181,11/28/2001,3
1181,11/28/2002,3
1181,11/28/2003,3
1181,11/29/2004,2
1181,11/29/2005,3
1181,11/29/2006,3
1181,11/29/2007,3
1181,11/28/2008,3
1181,11/30/2009,3
1181,11/30/2010,3
1181,11/30/2011,2
1181,11/29/2012,4
1181,11/29/2013,2
1181,12/1/2014,2
1181,12/1/2015,3
1181,11/30/2016,3
1181,11/30/2017,4
1181,11/30/2018,5
1183,1/7/2019,4
1184,6/22/2017,3
1184,6/22/2018,4
1185,5/19/2017,4
1185,5/21/2018,2
1186,2/25/2015,3
1186,2/25/2016,5
1186,2/24/2017,5
1186,2/26/2018,2
1186,2/26/2019,3
1187,3/1/2019,4
1188,7/3/2018,3
1188,7/3/2019,3
1189,4/17/2017,3
1189,4/17/2018,3
1189,4/17/2019,3
1190,1/15/2001,3
1190,1/15/2002,5
1190,1/15/2003,2
1190,1/15/2004,4
1190,1/14/2005,3
1190,1/16/2006,4
1190,1/16/2007,3
1190,1/16/2008,4
1190,1/15/2009,2
1190,1/15/2010,3
1190,1/17/2011,2
1190,1/17/2012,4
1190,1/16/2013,4
1190,1/16/2014,3
1190,1/16/2015,4
1190,1/18/2016,3
1190,1/17/2017,4
1190,1/17/2018,2
1190,1/17/2019,2
1191,3/28/2016,2
1191,3/28/2017,3
1191,3/28/2018,3
1191,3/28/2019,5
1192,6/10/1988,3
1192,6/12/1989,3
1192,6/12/1990,3
1192,6/12/1991,4
1192,6/11/1992,4
1192,6/11/1993,2
1192,6/13/1994,4
1192,6/13/1995,4
1192,6/12/1996,3
1192,6/12/1997,4
1192,6/12/1998,4
1192,6/14/1999,3
1192,6/13/2000,5
1192,6/13/2001,3
1192,6/13/2002,2
1192,6/13/2003,3
1192,6/14/2004,2
1192,6/14/2005,3
1192,6/14/2006,3
1192,6/14/2007,4
1192,6/13/2008,3
1192,6/15/2009,2
1192,6/15/2010,4
1192,6/15/2011,2
1192,6/14/2012,4
1192,6/14/2013,4
1192,6/16/2014,3
1192,6/16/2015,3
1192,6/15/2016,4
1192,6/15/2017,4
1192,6/15/2018,3
1193,4/23/2013,3
1193,4/23/2014,3
1193,4/23/2015,2
1193,4/22/2016,1
1193,4/24/2017,4
1193,4/24/2018,3
1193,4/24/2019,5
1194,1/19/2015,4
1194,1/19/2016,3
1194,1/18/2017,2
1194,1/18/2018,3
1194,1/18/2019,4
1195,2/27/2017,3
1195,2/27/2018,3
1195,2/27/2019,5
1197,12/14/2015,3
1197,12/13/2016,3
1197,12/13/2017,3
1197,12/13/2018,5
1197,12/13/2019,4
1198,1/22/2014,4
1198,1/22/2015,4
1198,1/22/2016,4
1198,1/23/2017,3
1198,1/23/2018,3
1198,1/23/2019,5
1199,1/30/2018,3
1199,1/30/2019,3
1200,2/2/2009,3
1200,2/2/2010,3
1200,2/2/2011,2
1200,2/2/2012,2
1200,2/1/2013,4
1200,2/3/2014,3
1200,2/3/2015,4
1200,2/3/2016,4
1200,2/2/2017,3
1200,2/2/2018,2
1200,2/4/2019,3
1203,8/9/2016,4
1203,8/9/2017,1
1203,8/9/2018,2
1203,8/9/2019,4
1204,4/27/2015,2
1204,4/26/2016,3
1204,4/26/2017,4
1204,4/26/2018,4
1206,7/12/2013,1
1206,7/14/2014,5
1206,7/14/2015,3
1206,7/13/2016,3
1206,7/13/2017,4
1206,7/13/2018,4
1207,11/1/2012,4
1207,11/1/2013,4
1207,11/3/2014,4
1207,11/3/2015,3
1207,11/2/2016,3
1207,11/2/2017,2
1207,11/2/2018,4
1207,11/4/2019,2
1208,9/6/2013,3
1208,9/8/2014,4
1208,9/8/2015,3
1208,9/7/2016,4
1208,9/7/2017,4
1208,9/7/2018,5
1209,1/1/2018,3
1209,1/1/2019,4
1210,8/8/2018,4
1210,8/8/2019,4
1211,12/24/2018,2
1211,12/24/2019,4
1212,10/14/2010,3
1212,10/14/2011,3
1212,10/15/2012,3
1212,10/15/2013,4
1212,10/15/2014,3
1212,10/15/2015,5
1212,10/14/2016,2
1212,10/16/2017,4
1212,10/16/2018,3
1212,10/16/2019,4
1213,6/6/2016,4
1213,6/6/2017,4
1213,6/6/2018,5
1213,6/6/2019,3
1214,5/29/2019,3
1215,7/31/2012,3
1215,7/31/2013,3
1215,7/31/2014,4
1215,7/31/2015,4
1215,8/1/2016,4
1215,8/1/2017,3
1215,8/1/2018,3
1218,7/8/2016,2
1218,7/10/2017,4
1218,7/10/2018,2
1218,7/10/2019,5
1219,11/17/2014,5
1219,11/17/2015,4
1219,11/16/2016,5
1219,11/16/2017,4
1219,11/16/2018,4
1219,11/18/2019,4
1220,6/15/2016,2
1220,6/15/2017,4
1220,6/15/2018,3
1220,6/17/2019,4
1221,8/20/2018,3
1223,7/30/2018,4
1223,7/30/2019,3
1224,11/9/2017,4
1224,11/9/2018,3
1224,11/11/2019,2
1225,10/17/2017,3
1225,10/17/2018,4
1225,10/17/2019,4
1227,7/13/2015,3
1227,7/12/2016,3
1227,7/12/2017,3
1227,7/12/2018,2
1227,7/12/2019,4
1230,10/2/2017,2
1230,10/2/2018,2
1230,10/2/2019,4
1231,2/1/2016,3
1231,1/31/2017,5
1231,1/31/2018,3
1231,1/31/2019,4
1233,10/10/2016,3
1233,10/10/2017,4
1233,10/10/2018,2
1233,10/10/2019,4
1234,8/9/2013,4
1234,8/11/2014,5
1234,8/11/2015,5
1234,8/10/2016,3
1234,8/10/2017,3
1234,8/10/2018,3
1235,11/3/2006,4
1235,11/5/2007,4
1235,11/4/2008,2
1235,11/4/2009,3
1235,11/4/2010,3
1235,11/4/2011,3
1235,11/5/2012,2
1235,11/5/2013,2
1235,11/5/2014,3
1235,11/5/2015,2
1235,11/4/2016,3
1235,11/6/2017,3
1235,11/6/2018,4
1236,12/22/2017,4
1236,12/24/2018,3
1236,12/24/2019,4
1237,4/8/2016,4
1237,4/10/2017,1
1237,4/10/2018,2
1237,4/10/2019,5
1238,2/19/2016,4
1238,2/20/2017,4
1238,2/20/2018,4
1238,2/20/2019,3
1239,1/22/2007,4
1239,1/22/2008,4
1239,1/21/2009,5
1239,1/21/2010,3
1239,1/21/2011,4
1239,1/23/2012,4
1239,1/22/2013,4
1239,1/22/2014,4
1239,1/22/2015,4
1239,1/22/2016,4
1239,1/23/2017,5
1239,1/23/2018,3
1239,1/23/2019,4
1240,7/6/1994,4
1240,7/6/1995,3
1240,7/5/1996,5
1240,7/7/1997,2
1240,7/7/1998,3
1240,7/7/1999,4
1240,7/6/2000,3
1240,7/6/2001,4
1240,7/8/2002,4
1240,7/8/2003,3
1240,7/7/2004,3
1240,7/7/2005,3
1240,7/7/2006,4
1240,7/9/2007,3
1240,7/8/2008,3
1240,7/8/2009,3
1240,7/8/2010,3
1240,7/8/2011,3
1240,7/9/2012,3
1240,7/9/2013,4
1240,7/9/2014,3
1240,7/9/2015,3
1240,7/8/2016,3
1240,7/10/2017,3
1240,7/10/2018,4
1241,1/13/2012,3
1241,1/14/2013,3
1241,1/14/2014,4
1241,1/14/2015,3
1241,1/14/2016,4
1241,1/13/2017,3
1241,1/15/2018,3
1242,11/10/2011,4
1242,11/9/2012,4
1242,11/11/2013,4
1242,11/11/2014,5
1242,11/11/2015,2
1242,11/10/2016,4
1242,11/10/2017,4
1242,11/12/2018,2
1244,7/17/2018,4
1244,7/17/2019,4
1245,9/12/2016,4
1245,9/12/2017,4
1245,9/12/2018,3
1245,9/12/2019,4
1246,12/14/2015,3
1246,12/13/2016,2
1246,12/13/2017,3
1246,12/13/2018,4
1246,12/13/2019,2
1247,12/21/2017,4
1247,12/21/2018,3
1248,6/21/2019,3
1249,11/17/2016,3
1249,11/17/2017,2
1249,11/19/2018,3
1250,10/19/2015,3
1250,10/18/2016,4
1250,10/18/2017,4
1250,10/18/2018,3
1250,10/18/2019,3
1251,6/21/2019,3
1252,12/25/2017,3
1252,12/25/2018,4
1252,12/25/2019,3
1254,9/3/2014,4
1254,9/3/2015,3
1254,9/2/2016,4
1254,9/4/2017,4
1254,9/4/2018,3
1254,9/4/2019,3
1255,2/22/2013,2
1255,2/24/2014,5
1255,2/24/2015,3
1255,2/24/2016,3
1255,2/23/2017,3
1255,2/23/2018,4
1255,2/25/2019,5
1256,7/16/1998,3
1256,7/16/1999,2
1256,7/17/2000,3
1256,7/17/2001,3
1256,7/17/2002,3
1256,7/17/2003,3
1256,7/16/2004,4
1256,7/18/2005,4
1256,7/18/2006,4
1256,7/18/2007,4
1256,7/17/2008,4
1256,7/17/2009,3
1256,7/19/2010,2
1256,7/19/2011,3
1256,7/18/2012,3
1256,7/18/2013,4
1256,7/18/2014,4
1256,7/20/2015,3
1256,7/19/2016,3
1256,7/19/2017,5
1256,7/19/2018,3
1257,6/13/2016,3
1257,6/13/2017,3
1257,6/13/2018,3
1257,6/13/2019,3
1258,7/27/2015,5
1258,7/26/2016,4
1258,7/26/2017,2
1258,7/26/2018,2
1258,7/26/2019,3
1259,6/18/2018,4
1259,6/18/2019,4
1261,2/23/2017,4
1261,2/23/2018,3
1261,2/25/2019,3
1262,6/14/2019,5
1263,6/27/2019,5
1264,9/27/2019,3
1268,6/28/2017,4
1268,6/28/2018,5
1270,3/23/2017,3
1270,3/23/2018,3
1270,3/25/2019,3
1271,5/9/2008,3
1271,5/11/2009,3
1271,5/11/2010,3
1271,5/11/2011,4
1271,5/10/2012,3
1271,5/10/2013,4
1271,5/12/2014,4
1271,5/12/2015,4
1271,5/11/2016,4
1271,5/11/2017,3
1271,5/11/2018,2
1271,5/13/2019,3
1272,2/24/2014,2
1272,2/24/2015,5
1272,2/24/2016,4
1272,2/23/2017,3
1272,2/23/2018,3
1272,2/25/2019,3
1273,4/11/2011,3
1273,4/10/2012,3
1273,4/10/2013,4
1273,4/10/2014,5
